UBIGEO,NOMBRE,DEPARTAMENTO,PROVINCIA,DISTRITO,POBLACION,VIVIENDA,VIVIENDAS CON LUZ,VIVIENDAS SIN LUZ,AREA
303050050,CONSERE,APURIMAC,ANTABAMBA,OROPESA,7,3,0,3,RURAL
303050001,OROPESA,APURIMAC,ANTABAMBA,OROPESA,1667,667,417,44,URBANO
303050061,HUISLLAPATA,APURIMAC,ANTABAMBA,OROPESA,0,6,0,0,RURAL
303060035,CASICASCO,APURIMAC,ANTABAMBA,PACHACONAS,1,11,0,1,RURAL
303060036,CHUCLLAHUASI,APURIMAC,ANTABAMBA,PACHACONAS,2,8,0,1,RURAL
303060037,UYUNI,APURIMAC,ANTABAMBA,PACHACONAS,1,10,0,1,RURAL
303060038,PACCHA,APURIMAC,ANTABAMBA,PACHACONAS,1,2,0,1,RURAL
303060024,SAN MARCOS,APURIMAC,ANTABAMBA,PACHACONAS,0,3,0,0,RURAL
303060042,ÑUÑUNYANI,APURIMAC,ANTABAMBA,PACHACONAS,3,6,0,2,RURAL
303060043,TASTATASTA,APURIMAC,ANTABAMBA,PACHACONAS,2,4,0,2,RURAL
303060033,PALCCAPAMPA,APURIMAC,ANTABAMBA,PACHACONAS,0,5,0,0,RURAL
303060034,HUAYLLAPAMPA,APURIMAC,ANTABAMBA,PACHACONAS,3,6,0,2,RURAL
303060039,HUAYLLOCRA,APURIMAC,ANTABAMBA,PACHACONAS,1,9,0,1,RURAL
303060041,CHANCARA,APURIMAC,ANTABAMBA,PACHACONAS,4,5,0,3,RURAL
303060013,FABRICAY,APURIMAC,ANTABAMBA,PACHACONAS,3,6,0,2,RURAL
303060015,POMACOCHA,APURIMAC,ANTABAMBA,PACHACONAS,3,8,0,3,RURAL
303060003,CULTE,APURIMAC,ANTABAMBA,PACHACONAS,4,15,0,1,RURAL
303060008,ICHUPATA,APURIMAC,ANTABAMBA,PACHACONAS,0,4,0,0,RURAL
303060010,MILPO,APURIMAC,ANTABAMBA,PACHACONAS,3,23,0,3,RURAL
303060005,PUCACCACCA,APURIMAC,ANTABAMBA,PACHACONAS,2,2,0,2,RURAL
303060006,CHUN CHUN YANE,APURIMAC,ANTABAMBA,PACHACONAS,0,3,0,0,RURAL
303060014,SAN JUAN DE CHIRCAHUAY,APURIMAC,ANTABAMBA,PACHACONAS,25,32,7,3,RURAL
303060016,PALCAYÑO,APURIMAC,ANTABAMBA,PACHACONAS,23,36,0,10,RURAL
303060031,HUANCARAY,APURIMAC,ANTABAMBA,PACHACONAS,166,174,65,19,URBANO
303060001,PACHACONAS,APURIMAC,ANTABAMBA,PACHACONAS,802,431,226,27,URBANO
303060022,CURANCUNI,APURIMAC,ANTABAMBA,PACHACONAS,0,2,0,0,RURAL
303060044,HUAYCCOHUASINA,APURIMAC,ANTABAMBA,PACHACONAS,3,3,0,2,RURAL
303060045,QUELLOHUAYCCO,APURIMAC,ANTABAMBA,PACHACONAS,2,2,1,0,RURAL
303060046,CAUTAYA,APURIMAC,ANTABAMBA,PACHACONAS,0,1,0,0,RURAL
303060047,CCAYRALAMBRAS,APURIMAC,ANTABAMBA,PACHACONAS,0,15,0,0,RURAL
303060002,JAIHUALA,APURIMAC,ANTABAMBA,PACHACONAS,0,9,0,0,RURAL
303060040,PALLCCA,APURIMAC,ANTABAMBA,PACHACONAS,0,12,0,0,RURAL
303070028,YANAMA,APURIMAC,ANTABAMBA,SABAINO,3,7,0,2,RURAL
303070029,KELLA,APURIMAC,ANTABAMBA,SABAINO,1,14,0,1,RURAL
303070065,CHALLAPAMPA,APURIMAC,ANTABAMBA,SABAINO,1,4,0,1,RURAL
303070034,PAMPAHUASI,APURIMAC,ANTABAMBA,SABAINO,2,6,0,2,RURAL
303070032,HUANSO,APURIMAC,ANTABAMBA,SABAINO,3,1,0,1,RURAL
303070030,MUTCANI,APURIMAC,ANTABAMBA,SABAINO,1,2,0,1,RURAL
303070031,COMICHO,APURIMAC,ANTABAMBA,SABAINO,0,2,0,0,RURAL
303070035,QUIMBALETE,APURIMAC,ANTABAMBA,SABAINO,0,3,0,0,RURAL
303070037,JASJANI,APURIMAC,ANTABAMBA,SABAINO,3,3,0,1,RURAL
303070059,JURURIA,APURIMAC,ANTABAMBA,SABAINO,0,2,0,0,RURAL
303070060,PARARANI,APURIMAC,ANTABAMBA,SABAINO,0,2,0,0,RURAL
303070051,HUASIHUASI,APURIMAC,ANTABAMBA,SABAINO,2,4,0,1,RURAL
303070036,HUANCASPACU,APURIMAC,ANTABAMBA,SABAINO,0,5,0,0,RURAL
303070025,OCRAMAYO,APURIMAC,ANTABAMBA,SABAINO,0,2,0,0,RURAL
303070026,PALLCA,APURIMAC,ANTABAMBA,SABAINO,0,1,0,0,RURAL
303070020,TURISA,APURIMAC,ANTABAMBA,SABAINO,0,3,0,0,RURAL
303070063,PUCA RUMI,APURIMAC,ANTABAMBA,SABAINO,0,1,0,0,RURAL
303070066,SANTA ISABEL,APURIMAC,ANTABAMBA,SABAINO,5,2,0,2,RURAL
303070061,HUALLHUANI,APURIMAC,ANTABAMBA,SABAINO,0,3,0,0,RURAL
303070062,LIRIONI,APURIMAC,ANTABAMBA,SABAINO,0,1,0,0,RURAL
303070064,LAMBRASPATA,APURIMAC,ANTABAMBA,SABAINO,1,7,0,1,RURAL
303070016,SAN JUAN,APURIMAC,ANTABAMBA,SABAINO,64,30,20,2,RURAL
303070019,TIQUIA,APURIMAC,ANTABAMBA,SABAINO,10,9,5,0,RURAL
303070012,LAHUIÑA,APURIMAC,ANTABAMBA,SABAINO,5,16,0,3,RURAL
303070017,HUALLANCORE,APURIMAC,ANTABAMBA,SABAINO,0,4,0,0,RURAL
303070048,MANTEQUELLAYOC,APURIMAC,ANTABAMBA,SABAINO,3,5,0,3,RURAL
303070049,ORCCOYAPO,APURIMAC,ANTABAMBA,SABAINO,5,3,0,2,RURAL
303070024,PANTIPATA,APURIMAC,ANTABAMBA,SABAINO,15,15,0,5,RURAL
303070023,ALLINCHAY,APURIMAC,ANTABAMBA,SABAINO,5,5,0,3,RURAL
303070021,TINTIRCUMANI,APURIMAC,ANTABAMBA,SABAINO,7,11,2,0,RURAL
303070022,SIYUCPAMPA,APURIMAC,ANTABAMBA,SABAINO,0,2,0,0,RURAL
303070015,UTACAMANI,APURIMAC,ANTABAMBA,SABAINO,2,2,0,1,RURAL
303070011,PAMPANZA,APURIMAC,ANTABAMBA,SABAINO,2,1,0,1,RURAL
303070005,HUASHUA,APURIMAC,ANTABAMBA,SABAINO,0,6,0,0,RURAL
303070008,HUARACCO,APURIMAC,ANTABAMBA,SABAINO,5,8,0,2,RURAL
303070007,CHALLA,APURIMAC,ANTABAMBA,SABAINO,1,13,0,1,RURAL
303070018,MOLENEROYOC,APURIMAC,ANTABAMBA,SABAINO,0,5,0,0,RURAL
303070057,CHIPAÑOMA,APURIMAC,ANTABAMBA,SABAINO,0,1,0,0,RURAL
303070058,OTEQUEÑA,APURIMAC,ANTABAMBA,SABAINO,0,1,0,0,RURAL
303070033,ANTILLA,APURIMAC,ANTABAMBA,SABAINO,222,250,66,36,URBANO
303070001,SABAINO,APURIMAC,ANTABAMBA,SABAINO,686,413,156,71,URBANO
303070068,HUARACCOPATA,APURIMAC,ANTABAMBA,SABAINO,1,1,0,1,RURAL
303070043,CCOLCCA,APURIMAC,ANTABAMBA,SABAINO,7,3,0,3,RURAL
303070069,AMANTAY,APURIMAC,ANTABAMBA,SABAINO,4,1,0,1,RURAL
303070070,MARCOSAPAMPA,APURIMAC,ANTABAMBA,SABAINO,0,1,0,0,RURAL
303070071,JESHUA,APURIMAC,ANTABAMBA,SABAINO,0,1,0,0,RURAL
303070072,SOCCOPATA,APURIMAC,ANTABAMBA,SABAINO,0,4,0,0,RURAL
303070073,CHICUNTA,APURIMAC,ANTABAMBA,SABAINO,0,6,0,0,RURAL
303070074,PALLPA,APURIMAC,ANTABAMBA,SABAINO,2,2,0,1,RURAL
303070075,CORRALCCASA,APURIMAC,ANTABAMBA,SABAINO,1,2,0,1,RURAL
303070076,OCUPA,APURIMAC,ANTABAMBA,SABAINO,1,2,0,1,RURAL
303070077,JALA,APURIMAC,ANTABAMBA,SABAINO,1,1,0,1,RURAL
303070044,ACHOCCA,APURIMAC,ANTABAMBA,SABAINO,4,7,0,2,RURAL
303070042,CCASAHUASI,APURIMAC,ANTABAMBA,SABAINO,1,2,0,1,RURAL
303070053,URMI,APURIMAC,ANTABAMBA,SABAINO,2,1,0,1,RURAL
303070047,CCONAYA,APURIMAC,ANTABAMBA,SABAINO,0,2,0,0,RURAL
303070013,CHUMILLE,APURIMAC,ANTABAMBA,SABAINO,2,12,0,2,RURAL
303070002,CCARCCANTO,APURIMAC,ANTABAMBA,SABAINO,2,5,0,1,RURAL
303070004,PALCAHUASI,APURIMAC,ANTABAMBA,SABAINO,1,7,0,1,RURAL
303070052,BALCON,APURIMAC,ANTABAMBA,SABAINO,0,2,0,0,RURAL
303070009,PARANQUERE,APURIMAC,ANTABAMBA,SABAINO,3,4,0,2,RURAL
303070040,AYAMACHAY,APURIMAC,ANTABAMBA,SABAINO,1,2,0,1,RURAL
303070041,NOCCANSA ALTO,APURIMAC,ANTABAMBA,SABAINO,3,2,0,2,RURAL
303070003,CHANCARA,APURIMAC,ANTABAMBA,SABAINO,6,3,0,1,RURAL
303070014,NOCCANSA BAJO,APURIMAC,ANTABAMBA,SABAINO,8,16,0,6,RURAL
303070006,MOROCCOCHA,APURIMAC,ANTABAMBA,SABAINO,4,5,0,2,RURAL
304020007,HUARACCOLLA,APURIMAC,AYMARAES,CAPAYA,7,5,0,3,RURAL
304020006,HUACCASA ALTA,APURIMAC,AYMARAES,CAPAYA,10,8,0,4,RURAL
304020013,TAYPICIRCA,APURIMAC,AYMARAES,CAPAYA,0,2,0,0,RURAL
304020012,ARHUACCA,APURIMAC,AYMARAES,CAPAYA,14,17,2,2,RURAL
304020014,MASMANI,APURIMAC,AYMARAES,CAPAYA,0,2,0,0,RURAL
304020009,MOSECCA,APURIMAC,AYMARAES,CAPAYA,104,73,33,8,RURAL
304020020,CHIUCCA,APURIMAC,AYMARAES,CAPAYA,1,2,0,1,RURAL
304020004,CHALCO,APURIMAC,AYMARAES,CAPAYA,3,1,0,1,RURAL
304020005,TACAPAMPA,APURIMAC,AYMARAES,CAPAYA,4,1,0,1,RURAL
304020010,CUTINTA,APURIMAC,AYMARAES,CAPAYA,1,1,0,1,RURAL
304020011,SOCCOSALO,APURIMAC,AYMARAES,CAPAYA,6,4,0,3,RURAL
304020019,AÑANCANCHA,APURIMAC,AYMARAES,CAPAYA,3,2,0,2,RURAL
304020008,HUACCASA BAJA,APURIMAC,AYMARAES,CAPAYA,41,27,14,2,RURAL
304020001,CAPAYA,APURIMAC,AYMARAES,CAPAYA,231,145,77,17,URBANO
304020021,CCASA CANCHA,APURIMAC,AYMARAES,CAPAYA,0,1,0,0,RURAL
304020022,TELARPATA,APURIMAC,AYMARAES,CAPAYA,7,2,0,2,RURAL
304020017,NINAYBAMBA,APURIMAC,AYMARAES,CAPAYA,2,4,0,1,RURAL
304020018,CHACAPUENTE,APURIMAC,AYMARAES,CAPAYA,146,92,46,16,RURAL
304030003,APARAYA,APURIMAC,AYMARAES,CARAYBAMBA,4,5,2,0,RURAL
304030024,LLAMCCAYA,APURIMAC,AYMARAES,CARAYBAMBA,0,8,0,0,RURAL
304030012,TOTORA,APURIMAC,AYMARAES,CARAYBAMBA,6,4,0,1,RURAL
304030010,PALLCCA,APURIMAC,AYMARAES,CARAYBAMBA,2,1,0,1,RURAL
304030025,ARROCCO,APURIMAC,AYMARAES,CARAYBAMBA,0,6,0,0,RURAL
304030026,ÑUÑUNYA,APURIMAC,AYMARAES,CARAYBAMBA,0,6,0,0,RURAL
304030007,ACCOPUCRO,APURIMAC,AYMARAES,CARAYBAMBA,1,3,0,1,RURAL
304030008,ACCEPAMPA,APURIMAC,AYMARAES,CARAYBAMBA,0,2,0,0,RURAL
304030011,CCARAÑE,APURIMAC,AYMARAES,CARAYBAMBA,0,2,0,0,RURAL
304030022,TOCRAPATA,APURIMAC,AYMARAES,CARAYBAMBA,5,10,0,4,RURAL
304030023,TAYAHUASI,APURIMAC,AYMARAES,CARAYBAMBA,2,4,0,2,RURAL
304030019,TAMBO,APURIMAC,AYMARAES,CARAYBAMBA,2,1,0,1,RURAL
304030021,ESQUINA,APURIMAC,AYMARAES,CARAYBAMBA,4,3,0,3,RURAL
304030014,PAMPIO,APURIMAC,AYMARAES,CARAYBAMBA,0,2,0,0,RURAL
304030005,HALLALLACA,APURIMAC,AYMARAES,CARAYBAMBA,1,2,0,1,RURAL
304030004,CCOLI,APURIMAC,AYMARAES,CARAYBAMBA,0,3,0,0,RURAL
304030001,CARAYBAMBA,APURIMAC,AYMARAES,CARAYBAMBA,480,323,166,18,URBANO
304030013,SURIPUCCRO,APURIMAC,AYMARAES,CARAYBAMBA,0,1,0,0,RURAL
304030030,AYROJOÑE,APURIMAC,AYMARAES,CARAYBAMBA,0,5,0,0,RURAL
304030015,CHACCO,APURIMAC,AYMARAES,CARAYBAMBA,2,1,0,1,RURAL
304030016,HUANACUYO,APURIMAC,AYMARAES,CARAYBAMBA,0,1,0,0,RURAL
304030027,AYCHU,APURIMAC,AYMARAES,CARAYBAMBA,8,7,0,5,RURAL
304030020,CASAYHUA,APURIMAC,AYMARAES,CARAYBAMBA,1,3,0,1,RURAL
304030029,TANSAPURA,APURIMAC,AYMARAES,CARAYBAMBA,8,20,0,3,RURAL
304030006,COLCA,APURIMAC,AYMARAES,CARAYBAMBA,403,226,129,18,URBANO
304010037,AYANE,APURIMAC,AYMARAES,CHALHUANCA,2,2,0,1,RURAL
304010036,CHILLAHUA,APURIMAC,AYMARAES,CHALHUANCA,0,5,0,0,RURAL
304010028,PAUCCARAYA,APURIMAC,AYMARAES,CHALHUANCA,119,33,9,3,RURAL
304010024,CHANCAHUA,APURIMAC,AYMARAES,CHALHUANCA,5,11,3,0,RURAL
304010018,ITUNUSO,APURIMAC,AYMARAES,CHALHUANCA,3,7,0,2,RURAL
304010019,PURCATA,APURIMAC,AYMARAES,CHALHUANCA,3,9,0,2,RURAL
304010030,UNCHIÑA,APURIMAC,AYMARAES,CHALHUANCA,29,49,10,1,RURAL
304010020,HUARARUA,APURIMAC,AYMARAES,CHALHUANCA,0,3,0,0,RURAL
304010015,MOLLEHUICHO,APURIMAC,AYMARAES,CHALHUANCA,3,3,0,1,RURAL
304010038,HUANCANE,APURIMAC,AYMARAES,CHALHUANCA,1,2,0,1,RURAL
304010023,ANCCOCCAYO,APURIMAC,AYMARAES,CHALHUANCA,46,27,11,2,RURAL
304010010,PICHUSAYA,APURIMAC,AYMARAES,CHALHUANCA,0,4,0,0,RURAL
304010048,CCORIRAY,APURIMAC,AYMARAES,CHALHUANCA,0,5,0,0,RURAL
304010049,CHINQUINZA,APURIMAC,AYMARAES,CHALHUANCA,0,21,0,0,RURAL
304010008,HUMPARAHUACHO,APURIMAC,AYMARAES,CHALHUANCA,0,3,0,0,RURAL
304010051,CEBADA PAMPA,APURIMAC,AYMARAES,CHALHUANCA,0,5,0,0,RURAL
304010033,LARAUCCA,APURIMAC,AYMARAES,CHALHUANCA,1,2,0,1,RURAL
304010031,CHOYOCCA (CHOECCA),APURIMAC,AYMARAES,CHALHUANCA,1,18,1,0,RURAL
304010032,CCOYORUMA,APURIMAC,AYMARAES,CHALHUANCA,0,2,0,0,RURAL
304010045,HUANCACCOCHA,APURIMAC,AYMARAES,CHALHUANCA,0,2,0,0,RURAL
304010046,HUAYLLAPAMPA,APURIMAC,AYMARAES,CHALHUANCA,1,1,0,1,RURAL
304010022,PILLCCOARA,APURIMAC,AYMARAES,CHALHUANCA,8,27,3,0,RURAL
304010058,HUAMPUCHACA,APURIMAC,AYMARAES,CHALHUANCA,0,2,0,0,RURAL
304010062,CHAJAYA,APURIMAC,AYMARAES,CHALHUANCA,1,8,0,1,RURAL
304010021,HUANCAYA,APURIMAC,AYMARAES,CHALHUANCA,15,7,5,0,RURAL
304010025,CHACCARAHUA,APURIMAC,AYMARAES,CHALHUANCA,30,16,11,0,RURAL
304010052,OCCO OCCO,APURIMAC,AYMARAES,CHALHUANCA,8,5,0,4,RURAL
304010014,FALSURI,APURIMAC,AYMARAES,CHALHUANCA,0,1,0,0,RURAL
304010017,ANCCARASI,APURIMAC,AYMARAES,CHALHUANCA,7,7,2,0,RURAL
304010016,TARCCACCA,APURIMAC,AYMARAES,CHALHUANCA,7,12,4,0,RURAL
304010060,HUATARCUYA,APURIMAC,AYMARAES,CHALHUANCA,4,3,1,0,RURAL
304010061,CEDROCHAYOC,APURIMAC,AYMARAES,CHALHUANCA,1,1,1,0,RURAL
304010009,LAMBRASPATA,APURIMAC,AYMARAES,CHALHUANCA,0,5,0,0,RURAL
304010012,PACCALLUNI,APURIMAC,AYMARAES,CHALHUANCA,1,5,0,1,RURAL
304010011,CRUZ PATA,APURIMAC,AYMARAES,CHALHUANCA,8,19,2,1,RURAL
304010056,PATAHUASI,APURIMAC,AYMARAES,CHALHUANCA,0,2,0,0,RURAL
304010027,PAHUAYA,APURIMAC,AYMARAES,CHALHUANCA,1,9,0,1,RURAL
304010053,TICCI,APURIMAC,AYMARAES,CHALHUANCA,0,2,0,0,RURAL
304010054,CAPCHAPI,APURIMAC,AYMARAES,CHALHUANCA,0,1,0,0,RURAL
304010005,LAMBRAMA,APURIMAC,AYMARAES,CHALHUANCA,17,19,9,0,RURAL
304010006,ACOBAMBA,APURIMAC,AYMARAES,CHALHUANCA,4,7,0,1,RURAL
304010003,MUTCA,APURIMAC,AYMARAES,CHALHUANCA,90,134,28,13,RURAL
304010004,MOLLEMOLLE,APURIMAC,AYMARAES,CHALHUANCA,7,9,0,5,RURAL
304010002,CUYCUHUA,APURIMAC,AYMARAES,CHALHUANCA,5,6,2,0,RURAL
304010034,MOLINO CCASSA,APURIMAC,AYMARAES,CHALHUANCA,11,5,4,0,RURAL
304010013,JAYO,APURIMAC,AYMARAES,CHALHUANCA,68,61,31,1,RURAL
304010007,PINCAHUACHO,APURIMAC,AYMARAES,CHALHUANCA,113,88,37,0,RURAL
304010001,CHALHUANCA,APURIMAC,AYMARAES,CHALHUANCA,4297,1836,1140,34,URBANO
304010059,CCOMPECPATA,APURIMAC,AYMARAES,CHALHUANCA,0,4,0,0,RURAL
304010063,PAIRACA,APURIMAC,AYMARAES,CHALHUANCA,0,7,0,0,RURAL
304010035,SICHI,APURIMAC,AYMARAES,CHALHUANCA,6,13,2,1,RURAL
304010064,JARAPAMPA,APURIMAC,AYMARAES,CHALHUANCA,0,3,0,0,RURAL
304010065,MANZANAPATA,APURIMAC,AYMARAES,CHALHUANCA,0,5,0,0,RURAL
304010066,CHACCUAYLLA,APURIMAC,AYMARAES,CHALHUANCA,1,4,1,0,RURAL
304010040,CHAMPAYO,APURIMAC,AYMARAES,CHALHUANCA,1,3,0,1,RURAL
304010042,CORRAL BLANCO,APURIMAC,AYMARAES,CHALHUANCA,3,4,0,3,RURAL
304010039,CCARACHIPAMPA,APURIMAC,AYMARAES,CHALHUANCA,0,2,0,0,RURAL
304010043,VERDE CCOCHA,APURIMAC,AYMARAES,CHALHUANCA,0,3,0,0,RURAL
304040058,PATAPATA,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040060,RUYA RUYAC,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040028,CHIRMA,APURIMAC,AYMARAES,CHAPIMARCA,3,1,0,1,RURAL
304040032,SANJIPAMPA,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040014,SUPALLA,APURIMAC,AYMARAES,CHAPIMARCA,13,26,5,1,RURAL
304040013,KISHUARPATA,APURIMAC,AYMARAES,CHAPIMARCA,58,32,13,9,RURAL
304040053,CHAUCCA,APURIMAC,AYMARAES,CHAPIMARCA,2,3,1,0,RURAL
304040054,PUMA,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040057,HUAYHUANI,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040016,LLAULLIPATA,APURIMAC,AYMARAES,CHAPIMARCA,2,4,1,0,RURAL
304040051,LAMBRASPUQUIO,APURIMAC,AYMARAES,CHAPIMARCA,10,4,3,1,RURAL
304040010,TARANI,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040009,CCOLLAHUAY,APURIMAC,AYMARAES,CHAPIMARCA,6,4,0,2,RURAL
304040005,HUANCHUYLLO,APURIMAC,AYMARAES,CHAPIMARCA,5,4,0,3,RURAL
304040036,PUCARANI,APURIMAC,AYMARAES,CHAPIMARCA,3,3,0,1,RURAL
304040002,ACCOBAMBAS,APURIMAC,AYMARAES,CHAPIMARCA,13,8,1,3,RURAL
304040006,ANTACCOTA,APURIMAC,AYMARAES,CHAPIMARCA,2,1,0,1,RURAL
304040052,PIQUIPIQUI,APURIMAC,AYMARAES,CHAPIMARCA,9,8,0,6,RURAL
304040063,AYRAMPU,APURIMAC,AYMARAES,CHAPIMARCA,5,3,0,2,RURAL
304040064,MOLINOPATA,APURIMAC,AYMARAES,CHAPIMARCA,1,2,0,1,RURAL
304040026,NUEVO PAMPALLACTA,APURIMAC,AYMARAES,CHAPIMARCA,114,47,27,2,RURAL
304040017,HILLAPATA,APURIMAC,AYMARAES,CHAPIMARCA,26,35,10,4,RURAL
304040003,CAYCHUCA,APURIMAC,AYMARAES,CHAPIMARCA,44,35,10,10,RURAL
304040043,SAUCIYOC,APURIMAC,AYMARAES,CHAPIMARCA,6,4,2,1,RURAL
304040048,OCCAMPATA,APURIMAC,AYMARAES,CHAPIMARCA,1,2,0,1,RURAL
304040050,CCOLCCA,APURIMAC,AYMARAES,CHAPIMARCA,4,10,1,2,RURAL
304040007,MUTCA,APURIMAC,AYMARAES,CHAPIMARCA,43,29,9,9,RURAL
304040044,SACSARO HUAYCO,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040049,PICHINCHUYOC ORCCO,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040040,PURCAY,APURIMAC,AYMARAES,CHAPIMARCA,0,2,0,0,RURAL
304040041,URPAYPATA,APURIMAC,AYMARAES,CHAPIMARCA,6,4,0,3,RURAL
304040039,CHECCAPATA,APURIMAC,AYMARAES,CHAPIMARCA,0,1,0,0,RURAL
304040090,ANTACCA,APURIMAC,AYMARAES,CHAPIMARCA,1,1,0,1,RURAL
304040076,HUACCANAPATA,APURIMAC,AYMARAES,CHAPIMARCA,1,1,0,1,RURAL
304040021,CCOCHAPATA,APURIMAC,AYMARAES,CHAPIMARCA,3,1,0,1,RURAL
304040019,SANTIAGO,APURIMAC,AYMARAES,CHAPIMARCA,43,29,26,3,RURAL
304040080,CCATAHUASI,APURIMAC,AYMARAES,CHAPIMARCA,2,2,0,2,RURAL
304040025,SANTA ISABEL,APURIMAC,AYMARAES,CHAPIMARCA,258,81,77,4,RURAL
304040011,SANTA ROSA,APURIMAC,AYMARAES,CHAPIMARCA,136,43,41,1,RURAL
304040070,TALLOCCSO,APURIMAC,AYMARAES,CHAPIMARCA,1,1,0,1,RURAL
304040098,COMUNERA,APURIMAC,AYMARAES,CHAPIMARCA,5,3,0,2,RURAL
304040018,PAMPALLACTA,APURIMAC,AYMARAES,CHAPIMARCA,152,154,52,22,URBANO
304040001,CHAPIMARCA,APURIMAC,AYMARAES,CHAPIMARCA,403,249,99,42,URBANO
304040022,ANCOBAMBA,APURIMAC,AYMARAES,CHAPIMARCA,429,231,121,38,URBANO
304040095,HUAYLLABAMBA,APURIMAC,AYMARAES,CHAPIMARCA,15,5,0,4,RURAL
304040099,ESCANA,APURIMAC,AYMARAES,CHAPIMARCA,2,1,0,1,RURAL
304040100,CCACHA,APURIMAC,AYMARAES,CHAPIMARCA,1,1,0,1,RURAL
304040101,POTRERO,APURIMAC,AYMARAES,CHAPIMARCA,3,2,0,1,RURAL
304040008,ELCCEÑO,APURIMAC,AYMARAES,CHAPIMARCA,0,4,0,0,RURAL
304040097,SUPARAURA,APURIMAC,AYMARAES,CHAPIMARCA,39,45,8,11,RURAL
304040023,CHUCHIN PAMPA,APURIMAC,AYMARAES,CHAPIMARCA,3,1,0,1,RURAL
304040073,YUPANACUY,APURIMAC,AYMARAES,CHAPIMARCA,1,1,0,1,RURAL
304040024,CCESÑAHUI,APURIMAC,AYMARAES,CHAPIMARCA,6,9,0,6,RURAL
304040045,TUMIPAMPA,APURIMAC,AYMARAES,CHAPIMARCA,12,11,0,6,RURAL
304040067,PALLCCA,APURIMAC,AYMARAES,CHAPIMARCA,1,3,0,1,RURAL
304050024,CHACAPAMPA,APURIMAC,AYMARAES,COLCABAMBA,50,105,25,2,RURAL
304050019,HUECCAHUACHO,APURIMAC,AYMARAES,COLCABAMBA,0,4,0,0,RURAL
304050014,HUAYAO,APURIMAC,AYMARAES,COLCABAMBA,83,50,21,2,RURAL
304050028,CARMILLA,APURIMAC,AYMARAES,COLCABAMBA,0,1,0,0,RURAL
304050010,MANZANAYOC,APURIMAC,AYMARAES,COLCABAMBA,0,1,0,0,RURAL
304050013,MAYOPAMPA,APURIMAC,AYMARAES,COLCABAMBA,0,2,0,0,RURAL
304050026,CHINCHILPAINIYOC,APURIMAC,AYMARAES,COLCABAMBA,0,2,0,0,RURAL
304050038,OCCOBAMBA,APURIMAC,AYMARAES,COLCABAMBA,0,3,0,0,RURAL
304050015,MOLLEYOCC (MOLLEYOC),APURIMAC,AYMARAES,COLCABAMBA,18,21,4,2,RURAL
304050011,QUIÑAHUIRI,APURIMAC,AYMARAES,COLCABAMBA,0,6,0,0,RURAL
304050029,CCCAYARINCCA,APURIMAC,AYMARAES,COLCABAMBA,0,6,0,0,RURAL
304050030,CCALLPA,APURIMAC,AYMARAES,COLCABAMBA,0,3,0,0,RURAL
304050025,PATAHUARAN,APURIMAC,AYMARAES,COLCABAMBA,0,2,0,0,RURAL
304050021,CUYUMA,APURIMAC,AYMARAES,COLCABAMBA,0,6,0,0,RURAL
304050022,AMORAY,APURIMAC,AYMARAES,COLCABAMBA,4,3,0,2,RURAL
304050012,CHOCCEPATA,APURIMAC,AYMARAES,COLCABAMBA,1,6,0,1,RURAL
304050032,CHIHUATA,APURIMAC,AYMARAES,COLCABAMBA,0,4,0,0,RURAL
304050035,CHIHUATA (CHIMPAÑO),APURIMAC,AYMARAES,COLCABAMBA,0,4,0,0,RURAL
304050016,AUCHAPAMPA,APURIMAC,AYMARAES,COLCABAMBA,31,20,10,2,RURAL
304050017,OROYAPAMPA,APURIMAC,AYMARAES,COLCABAMBA,27,15,9,0,RURAL
304050004,PARARANI,APURIMAC,AYMARAES,COLCABAMBA,0,4,0,0,RURAL
304050001,COLCABAMBA,APURIMAC,AYMARAES,COLCABAMBA,479,342,162,18,URBANO
304050036,SAIRICHAYOC,APURIMAC,AYMARAES,COLCABAMBA,0,2,0,0,RURAL
304050023,PAMPACCOCHA,APURIMAC,AYMARAES,COLCABAMBA,0,3,0,0,RURAL
304060087,CCOCHAC,APURIMAC,AYMARAES,COTARUSE,15,14,6,0,RURAL
304060065,LAHUA LAHUA,APURIMAC,AYMARAES,COTARUSE,50,49,15,7,RURAL
304060060,OCRA (SORACCASA),APURIMAC,AYMARAES,COTARUSE,12,27,4,0,RURAL
304060061,TOTORA,APURIMAC,AYMARAES,COTARUSE,118,87,40,2,RURAL
304060063,TOTORAPAMPA,APURIMAC,AYMARAES,COTARUSE,4,5,0,1,RURAL
304060064,PIRANAHUASI,APURIMAC,AYMARAES,COTARUSE,5,10,0,2,RURAL
304060096,CCASAPATA,APURIMAC,AYMARAES,COTARUSE,2,10,0,1,RURAL
