UBIGEO,NOMBRE,DEPARTAMENTO,PROVINCIA,DISTRITO,POBLACION,VIVIENDA,VIVIENDAS CON LUZ,VIVIENDAS SIN LUZ,AREA
301010049,CHONTAY,APURIMAC,ABANCAY,ABANCAY,15,7,4,0,RURAL
301010045,TANCARPATA,APURIMAC,ABANCAY,ABANCAY,109,71,21,18,RURAL
301010048,LAYAMPATA (HUARMILLACTA),APURIMAC,ABANCAY,ABANCAY,31,22,0,13,RURAL
301010051,QUISAPATA BAJA,APURIMAC,ABANCAY,ABANCAY,67,39,20,2,RURAL
301010041,QUISAPATA ALTA,APURIMAC,ABANCAY,ABANCAY,101,42,28,4,RURAL
301010042,SAN GABRIEL,APURIMAC,ABANCAY,ABANCAY,323,124,89,8,RURAL
301010047,ARAHUAY,APURIMAC,ABANCAY,ABANCAY,16,10,0,7,RURAL
301010046,ROSASPATA,APURIMAC,ABANCAY,ABANCAY,34,35,7,11,RURAL
301010044,CCOYA,APURIMAC,ABANCAY,ABANCAY,28,15,4,4,RURAL
301010054,CONDADO,APURIMAC,ABANCAY,ABANCAY,53,32,16,6,RURAL
301010040,WIRACOCHA VIRACOCHAPATA,APURIMAC,ABANCAY,ABANCAY,83,56,24,3,RURAL
301010039,PALTAIPATA,APURIMAC,ABANCAY,ABANCAY,42,18,7,6,RURAL
301010053,CHACABAMBA,APURIMAC,ABANCAY,ABANCAY,45,22,8,4,RURAL
301010043,ATUMPATA,APURIMAC,ABANCAY,ABANCAY,226,98,55,6,RURAL
301010031,CHINTO,APURIMAC,ABANCAY,ABANCAY,3,3,0,2,RURAL
301010017,PURUCHACCA,APURIMAC,ABANCAY,ABANCAY,22,18,5,1,RURAL
301010030,AYMAS,APURIMAC,ABANCAY,ABANCAY,20,27,6,1,RURAL
301010007,LLAÑUCANCHA,APURIMAC,ABANCAY,ABANCAY,192,80,58,8,RURAL
301010022,AYAORCCO,APURIMAC,ABANCAY,ABANCAY,83,27,23,2,RURAL
301010009,ASILLO,APURIMAC,ABANCAY,ABANCAY,153,95,52,3,RURAL
301010052,TASTACCASA,APURIMAC,ABANCAY,ABANCAY,4,2,0,2,RURAL
301010038,PACHACHACA,APURIMAC,ABANCAY,ABANCAY,284,135,74,6,RURAL
301010037,PUENTE PACHACHACA,APURIMAC,ABANCAY,ABANCAY,18,11,6,0,RURAL
301010023,TRUJIPATA,APURIMAC,ABANCAY,ABANCAY,199,78,56,1,RURAL
301010012,HUAYLLABAMBA,APURIMAC,ABANCAY,ABANCAY,196,63,5,58,RURAL
301010032,MOLINOPATA,APURIMAC,ABANCAY,ABANCAY,616,283,156,17,RURAL
301010019,DURAZNOPATA,APURIMAC,ABANCAY,ABANCAY,7,7,2,1,RURAL
301010029,IMPONEDA,APURIMAC,ABANCAY,ABANCAY,44,43,15,1,RURAL
301010033,QUITASOL,APURIMAC,ABANCAY,ABANCAY,185,103,44,7,RURAL
301010008,CCARCCATERA,APURIMAC,ABANCAY,ABANCAY,108,42,31,5,RURAL
301010014,CHILLCAPAMPA,APURIMAC,ABANCAY,ABANCAY,90,45,31,2,RURAL
301010024,CCACSA,APURIMAC,ABANCAY,ABANCAY,102,63,40,2,RURAL
301010011,HUMACCATA,APURIMAC,ABANCAY,ABANCAY,221,71,57,1,RURAL
301010005,CHUPAPATA,APURIMAC,ABANCAY,ABANCAY,11,10,2,2,RURAL
301010035,ILLANYA,APURIMAC,ABANCAY,ABANCAY,76,30,23,2,RURAL
301010010,MOYOCORRAL,APURIMAC,ABANCAY,ABANCAY,396,173,106,14,RURAL
301010016,MAUCACALLE,APURIMAC,ABANCAY,ABANCAY,198,58,45,6,RURAL
301010015,LEONPAMPA,APURIMAC,ABANCAY,ABANCAY,193,60,43,8,RURAL
301010013,TARACCASA,APURIMAC,ABANCAY,ABANCAY,44,14,10,3,RURAL
301010018,MARCAHUASI,APURIMAC,ABANCAY,ABANCAY,85,30,22,2,RURAL
301010002,MINUNE,APURIMAC,ABANCAY,ABANCAY,17,9,6,0,RURAL
301010004,CALLAMARCA,APURIMAC,ABANCAY,ABANCAY,23,13,10,3,RURAL
301010003,PACCHACCPATA,APURIMAC,ABANCAY,ABANCAY,55,29,11,10,RURAL
301010006,PANTILLAY,APURIMAC,ABANCAY,ABANCAY,45,18,16,0,RURAL
301010001,ABANCAY,APURIMAC,ABANCAY,ABANCAY,63106,20331,17229,423,URBANO
301010056,PACCLAPATA,APURIMAC,ABANCAY,ABANCAY,4,10,3,0,RURAL
301010055,HUARMIPAMPA,APURIMAC,ABANCAY,ABANCAY,46,13,3,10,RURAL
301010057,VILLA GLORIA,APURIMAC,ABANCAY,ABANCAY,17,5,2,3,RURAL
301010062,PACHACHACA ALTA,APURIMAC,ABANCAY,ABANCAY,277,118,70,3,RURAL
301010020,PUCA PUCA,APURIMAC,ABANCAY,ABANCAY,48,20,14,0,RURAL
301010025,LIMAPATA,APURIMAC,ABANCAY,ABANCAY,436,143,101,18,RURAL
301010059,SANTA ROSA,APURIMAC,ABANCAY,ABANCAY,231,82,63,4,RURAL
301020005,SUPARAURA,APURIMAC,ABANCAY,CHACOCHE,3,10,2,0,RURAL
301020006,ACLLUTA,APURIMAC,ABANCAY,CHACOCHE,24,14,10,0,RURAL
301020008,ANTAHUIQUI,APURIMAC,ABANCAY,CHACOCHE,6,9,0,5,RURAL
301020009,ITAHUI,APURIMAC,ABANCAY,CHACOCHE,16,19,0,8,RURAL
301020010,UNCAPAMPA,APURIMAC,ABANCAY,CHACOCHE,15,23,8,0,RURAL
301020004,ACCO,APURIMAC,ABANCAY,CHACOCHE,3,9,0,2,RURAL
301020007,ANCHICHA,APURIMAC,ABANCAY,CHACOCHE,186,110,55,29,RURAL
301020003,MOLLEBAMBA,APURIMAC,ABANCAY,CHACOCHE,54,40,12,12,RURAL
301020002,CASINCHIHUA,APURIMAC,ABANCAY,CHACOCHE,833,349,206,29,URBANO
301020001,CHACOCHE,APURIMAC,ABANCAY,CHACOCHE,199,121,71,14,URBANO
301030085,MACIMA,APURIMAC,ABANCAY,CIRCA,3,5,0,3,RURAL
301030087,PAMPA CCAHUANA,APURIMAC,ABANCAY,CIRCA,6,7,0,5,RURAL
301030089,HUAYCCO WASI,APURIMAC,ABANCAY,CIRCA,0,1,0,0,RURAL
301030090,YANA RUMI,APURIMAC,ABANCAY,CIRCA,2,1,0,1,RURAL
301030092,CCATITA,APURIMAC,ABANCAY,CIRCA,3,2,0,2,RURAL
301030093,CHAQUIPAMPA,APURIMAC,ABANCAY,CIRCA,2,3,0,1,RURAL
301030094,ANCCO MARCA,APURIMAC,ABANCAY,CIRCA,0,3,0,0,RURAL
301030095,HUANA COMA,APURIMAC,ABANCAY,CIRCA,4,3,0,2,RURAL
301030051,CHUCCHUBAMBA,APURIMAC,ABANCAY,CIRCA,6,13,0,4,RURAL
301030052,PARARANI,APURIMAC,ABANCAY,CIRCA,21,21,14,0,RURAL
301030053,PARCCO,APURIMAC,ABANCAY,CIRCA,32,23,18,0,RURAL
301030097,PILLPINTO,APURIMAC,ABANCAY,CIRCA,0,1,0,0,RURAL
301030049,APINUHUAYLLA,APURIMAC,ABANCAY,CIRCA,80,49,25,10,RURAL
301030048,TAMBURQUI,APURIMAC,ABANCAY,CIRCA,98,58,35,8,RURAL
301030043,HACIENDAPAMPA,APURIMAC,ABANCAY,CIRCA,59,24,16,3,RURAL
301030046,TACCACCA,APURIMAC,ABANCAY,CIRCA,125,63,29,13,RURAL
301030074,HUANCARPATA,APURIMAC,ABANCAY,CIRCA,2,3,0,2,RURAL
301030075,PALCCA,APURIMAC,ABANCAY,CIRCA,2,1,0,1,RURAL
301030044,PATAPATA,APURIMAC,ABANCAY,CIRCA,28,23,12,4,RURAL
301030047,KESARI,APURIMAC,ABANCAY,CIRCA,57,40,27,4,RURAL
301030038,AUQUIMARCA,APURIMAC,ABANCAY,CIRCA,6,7,1,3,RURAL
301030041,MOLLINI,APURIMAC,ABANCAY,CIRCA,9,14,2,4,RURAL
301030034,HUAYCACCA,APURIMAC,ABANCAY,CIRCA,1,11,1,0,RURAL
301030035,CHANCHIYOC,APURIMAC,ABANCAY,CIRCA,0,2,0,0,RURAL
301030096,LIMAC PATA,APURIMAC,ABANCAY,CIRCA,0,1,0,0,RURAL
301030033,YERBABUENAYOC,APURIMAC,ABANCAY,CIRCA,1,2,0,1,RURAL
301030039,SOCCOS PAMPA,APURIMAC,ABANCAY,CIRCA,9,6,4,0,RURAL
301030040,JACHACHI,APURIMAC,ABANCAY,CIRCA,6,3,0,2,RURAL
301030042,MARAMPATA,APURIMAC,ABANCAY,CIRCA,1,3,0,1,RURAL
301030050,ACCOPAMPA,APURIMAC,ABANCAY,CIRCA,13,5,3,2,RURAL
301030070,PATAHUASI,APURIMAC,ABANCAY,CIRCA,4,2,0,1,RURAL
301030072,COMO COMO,APURIMAC,ABANCAY,CIRCA,0,2,0,0,RURAL
301030073,PITA CAYOC,APURIMAC,ABANCAY,CIRCA,1,1,1,0,RURAL
301030082,LORO LARAYOC,APURIMAC,ABANCAY,CIRCA,2,4,1,0,RURAL
301030036,AYAHUILLCA,APURIMAC,ABANCAY,CIRCA,2,3,1,0,RURAL
301030031,NICOLANI,APURIMAC,ABANCAY,CIRCA,40,34,19,0,RURAL
301030029,CHUPAORCCO,APURIMAC,ABANCAY,CIRCA,0,2,0,0,RURAL
301030024,HUANRECCA,APURIMAC,ABANCAY,CIRCA,28,20,10,1,RURAL
301030023,UNCABAMBA,APURIMAC,ABANCAY,CIRCA,17,18,4,3,RURAL
301030030,HUAÑAMARCA,APURIMAC,ABANCAY,CIRCA,11,6,1,4,RURAL
301030079,CCOCHA,APURIMAC,ABANCAY,CIRCA,2,2,0,1,RURAL
301030080,HUAYLLAPUCCRO,APURIMAC,ABANCAY,CIRCA,3,4,0,1,RURAL
301030025,MISCA,APURIMAC,ABANCAY,CIRCA,5,4,4,0,RURAL
301030021,SOCCOS,APURIMAC,ABANCAY,CIRCA,27,17,11,0,RURAL
301030099,SINAUJO,APURIMAC,ABANCAY,CIRCA,4,1,1,0,RURAL
301030100,ICHUJARA,APURIMAC,ABANCAY,CIRCA,1,1,0,1,RURAL
301030014,KALLPA,APURIMAC,ABANCAY,CIRCA,25,23,10,1,RURAL
301030022,LUCMAYOC,APURIMAC,ABANCAY,CIRCA,7,3,2,0,RURAL
301030028,HEPOCHACA,APURIMAC,ABANCAY,CIRCA,0,1,0,0,RURAL
301030013,SANTA MARIA,APURIMAC,ABANCAY,CIRCA,2,6,1,0,RURAL
301030018,ANTABAMBA,APURIMAC,ABANCAY,CIRCA,80,57,27,4,RURAL
301030017,VILCABAMBA,APURIMAC,ABANCAY,CIRCA,29,48,19,2,RURAL
301030008,ESPERANZA,APURIMAC,ABANCAY,CIRCA,1,2,0,1,RURAL
301030009,OCOBAMBA,APURIMAC,ABANCAY,CIRCA,172,92,61,8,RURAL
301030016,ANCACCHUAY,APURIMAC,ABANCAY,CIRCA,4,5,1,2,RURAL
301030020,ATUNRUMIYOC,APURIMAC,ABANCAY,CIRCA,0,6,0,0,RURAL
301030027,QUISQUIPATA,APURIMAC,ABANCAY,CIRCA,41,31,12,7,RURAL
301030004,SACSAMARCA,APURIMAC,ABANCAY,CIRCA,11,17,3,4,RURAL
301030098,PALTAYNIYOC,APURIMAC,ABANCAY,CIRCA,0,2,0,0,RURAL
301030003,MUÑAMUÑA,APURIMAC,ABANCAY,CIRCA,47,30,1,21,RURAL
301030012,AHUANCCOY,APURIMAC,ABANCAY,CIRCA,96,70,4,42,RURAL
301030015,MUTCANI,APURIMAC,ABANCAY,CIRCA,0,3,0,0,RURAL
301030002,YACA,APURIMAC,ABANCAY,CIRCA,90,47,30,5,RURAL
301030011,SAPSI,APURIMAC,ABANCAY,CIRCA,3,3,0,2,RURAL
301030010,HUAMANMARCA,APURIMAC,ABANCAY,CIRCA,22,27,13,0,RURAL
301030006,SILCON,APURIMAC,ABANCAY,CIRCA,24,19,10,2,RURAL
301030054,CHANGAS,APURIMAC,ABANCAY,CIRCA,6,6,1,3,RURAL
301030062,CCARACUÑE,APURIMAC,ABANCAY,CIRCA,17,12,0,4,RURAL
301030063,CONDORPAMPA,APURIMAC,ABANCAY,CIRCA,2,6,2,0,RURAL
301030064,ACHONTAY,APURIMAC,ABANCAY,CIRCA,0,4,0,0,RURAL
301030065,PATIYOC,APURIMAC,ABANCAY,CIRCA,3,2,0,2,RURAL
301030066,HUARANHUAYNIYOCC,APURIMAC,ABANCAY,CIRCA,5,13,0,3,RURAL
301030058,HUAMPUNI,APURIMAC,ABANCAY,CIRCA,0,3,0,0,RURAL
301030059,CAPILLAYOCCO,APURIMAC,ABANCAY,CIRCA,0,1,0,0,RURAL
301030060,HUAYNA SOCCOS,APURIMAC,ABANCAY,CIRCA,0,1,0,0,RURAL
301030055,SAN LUIS,APURIMAC,ABANCAY,CIRCA,3,3,1,1,RURAL
301030056,SAN PEDRO,APURIMAC,ABANCAY,CIRCA,2,2,1,0,RURAL
301030057,SAN JUAN,APURIMAC,ABANCAY,CIRCA,0,1,0,0,RURAL
301030067,TANCARPATA,APURIMAC,ABANCAY,CIRCA,1,4,0,1,RURAL
301030102,FACCHAC,APURIMAC,ABANCAY,CIRCA,1,3,0,1,RURAL
301030091,PALCCA PAMPA,APURIMAC,ABANCAY,CIRCA,0,1,0,0,RURAL
301030026,HUIRAHUACHO (HUIRAHACHO),APURIMAC,ABANCAY,CIRCA,67,76,33,12,URBANO
301030001,CIRCA,APURIMAC,ABANCAY,CIRCA,301,134,68,19,URBANO
301030101,PUERTO BANANO,APURIMAC,ABANCAY,CIRCA,81,47,24,5,RURAL
301040094,CCOSCCAS,APURIMAC,ABANCAY,CURAHUASI,8,9,0,4,RURAL
301040138,HUAYLLABAMBA,APURIMAC,ABANCAY,CURAHUASI,15,6,0,5,RURAL
301040160,PACOBAMBA,APURIMAC,ABANCAY,CURAHUASI,16,17,2,4,RURAL
301040014,LUCMOS,APURIMAC,ABANCAY,CURAHUASI,139,61,33,2,RURAL
301040106,OCCOPAMPA,APURIMAC,ABANCAY,CURAHUASI,25,11,5,0,RURAL
301040107,QUISCAPAMPA,APURIMAC,ABANCAY,CURAHUASI,28,8,7,0,RURAL
301040011,CALZADA,APURIMAC,ABANCAY,CURAHUASI,17,16,4,2,RURAL
301040149,MISALPATA,APURIMAC,ABANCAY,CURAHUASI,0,2,0,0,RURAL
301040009,PAMPAHUACHO,APURIMAC,ABANCAY,CURAHUASI,0,4,0,0,RURAL
301040148,NARALJAL,APURIMAC,ABANCAY,CURAHUASI,1,4,0,1,RURAL
301040003,CCORIPAMPA,APURIMAC,ABANCAY,CURAHUASI,93,79,37,2,RURAL
301040006,AÑALLANCA,APURIMAC,ABANCAY,CURAHUASI,4,25,0,4,RURAL
301040092,VILCABAMBA,APURIMAC,ABANCAY,CURAHUASI,47,21,0,20,RURAL
301040088,LETICIA,APURIMAC,ABANCAY,CURAHUASI,0,1,0,0,RURAL
301040127,CHOCCEMARCA,APURIMAC,ABANCAY,CURAHUASI,94,34,34,0,RURAL
301040089,CCOLLPA,APURIMAC,ABANCAY,CURAHUASI,147,70,18,37,RURAL
301040080,PUCUTA,APURIMAC,ABANCAY,CURAHUASI,66,36,29,1,RURAL
301040121,HUILLCA HUILLCA,APURIMAC,ABANCAY,CURAHUASI,12,6,0,6,RURAL
301040085,HUANIMA,APURIMAC,ABANCAY,CURAHUASI,52,20,14,5,RURAL
301040078,ANTOMA,APURIMAC,ABANCAY,CURAHUASI,15,6,0,6,RURAL
301040081,CCOTAHUATE,APURIMAC,ABANCAY,CURAHUASI,24,8,7,0,RURAL
301040120,CHUNA MARJUNI,APURIMAC,ABANCAY,CURAHUASI,28,11,0,10,RURAL
301040122,HUALAZA,APURIMAC,ABANCAY,CURAHUASI,42,14,5,8,RURAL
301040128,SECLLA HUACHO,APURIMAC,ABANCAY,CURAHUASI,3,1,1,0,RURAL
301040167,LLULLUSPATA,APURIMAC,ABANCAY,CURAHUASI,0,1,0,0,RURAL
301040169,JOSE CARLOS MARIATEGUI,APURIMAC,ABANCAY,CURAHUASI,23,13,0,9,RURAL
301040076,CCOLLO TARANI,APURIMAC,ABANCAY,CURAHUASI,51,15,12,2,RURAL
301040066,TARANI,APURIMAC,ABANCAY,CURAHUASI,77,30,18,7,RURAL
301040082,QUISAPATA,APURIMAC,ABANCAY,CURAHUASI,7,4,0,4,RURAL
301040079,ALFAHUASI,APURIMAC,ABANCAY,CURAHUASI,12,2,2,0,RURAL
301040084,LARATA (PROGRESO),APURIMAC,ABANCAY,CURAHUASI,26,17,0,15,RURAL
301040074,SAN ANTONIO DE MATIBAMBA,APURIMAC,ABANCAY,CURAHUASI,36,19,1,15,RURAL
301040125,FATIMA,APURIMAC,ABANCAY,CURAHUASI,33,20,0,16,RURAL
301040126,VISTA ALEGRE,APURIMAC,ABANCAY,CURAHUASI,29,15,0,14,RURAL
301040075,ANTILLA,APURIMAC,ABANCAY,CURAHUASI,244,122,96,4,RURAL
301040123,WALLA WALLA,APURIMAC,ABANCAY,CURAHUASI,41,22,13,2,RURAL
301040073,CCAPACCA,APURIMAC,ABANCAY,CURAHUASI,69,42,0,27,RURAL
301040124,TRIGO ORCCO,APURIMAC,ABANCAY,CURAHUASI,178,74,59,4,RURAL
301040152,SULBARIO,APURIMAC,ABANCAY,CURAHUASI,116,40,30,3,RURAL
301040057,BACAS,APURIMAC,ABANCAY,CURAHUASI,155,62,18,28,RURAL
301040008,COCHABAMBA,APURIMAC,ABANCAY,CURAHUASI,35,14,9,1,RURAL
301040046,TOTORAY,APURIMAC,ABANCAY,CURAHUASI,97,40,29,2,RURAL
301040038,CHALLHUAHUACHO,APURIMAC,ABANCAY,CURAHUASI,59,22,18,2,RURAL
301040061,ASMAYACU,APURIMAC,ABANCAY,CURAHUASI,193,70,47,12,RURAL
301040064,PUCA ORCCO,APURIMAC,ABANCAY,CURAHUASI,117,43,29,4,RURAL
301040048,UNION MIRAFLORES,APURIMAC,ABANCAY,CURAHUASI,59,34,18,2,RURAL
301040095,TRANCAPATA BAJA,APURIMAC,ABANCAY,CURAHUASI,527,194,119,20,RURAL
301040040,SAN JUAN DE DIOS,APURIMAC,ABANCAY,CURAHUASI,385,120,108,2,RURAL
301040022,NISPEROCNIYOC,APURIMAC,ABANCAY,CURAHUASI,83,28,8,17,RURAL
301040056,TRANCAPATA ALTA,APURIMAC,ABANCAY,CURAHUASI,206,79,53,14,RURAL
301040031,ALAMEDA,APURIMAC,ABANCAY,CURAHUASI,93,46,26,2,RURAL
301040053,FUTUPATA,APURIMAC,ABANCAY,CURAHUASI,34,23,8,6,RURAL
301040005,CCECCERAY,APURIMAC,ABANCAY,CURAHUASI,55,26,13,5,RURAL
301040093,HUAYRA CCASA,APURIMAC,ABANCAY,CURAHUASI,71,26,21,1,RURAL
301040155,MOLINO,APURIMAC,ABANCAY,CURAHUASI,18,6,1,2,RURAL
301040029,CONCACHA,APURIMAC,ABANCAY,CURAHUASI,625,293,192,12,RURAL
301040157,TASTAHUAYCCO,APURIMAC,ABANCAY,CURAHUASI,3,2,0,2,RURAL
301040062,FOCNEC PALMIRA ALTA,APURIMAC,ABANCAY,CURAHUASI,18,6,5,1,RURAL
301040111,PUCA PUCA ALTA,APURIMAC,ABANCAY,CURAHUASI,43,33,3,10,RURAL
301040042,ANTABAMBA,APURIMAC,ABANCAY,CURAHUASI,0,9,0,0,RURAL
301040112,CHILLICPAMPA,APURIMAC,ABANCAY,CURAHUASI,52,22,11,4,RURAL
301040144,CORRALPATA,APURIMAC,ABANCAY,CURAHUASI,11,7,0,3,RURAL
301040054,LAMBRASPATA,APURIMAC,ABANCAY,CURAHUASI,6,6,0,2,RURAL
301040145,LABRASPATA,APURIMAC,ABANCAY,CURAHUASI,5,7,0,1,RURAL
301040146,TACMAYOC,APURIMAC,ABANCAY,CURAHUASI,23,10,0,7,RURAL
301040113,TUNASPATA,APURIMAC,ABANCAY,CURAHUASI,44,14,12,2,RURAL
301040158,FONEC,APURIMAC,ABANCAY,CURAHUASI,42,14,11,1,RURAL
301040097,PATA PATA,APURIMAC,ABANCAY,CURAHUASI,33,19,8,1,RURAL
301040013,JESUS MARIA,APURIMAC,ABANCAY,CURAHUASI,14,5,2,1,RURAL
301040043,PUCA PUCA,APURIMAC,ABANCAY,CURAHUASI,79,41,25,2,RURAL
301040108,BOFEDAL,APURIMAC,ABANCAY,CURAHUASI,13,10,5,0,RURAL
301040109,MOLLE MOLLE,APURIMAC,ABANCAY,CURAHUASI,111,43,32,4,RURAL
301040114,UCHUPATA,APURIMAC,ABANCAY,CURAHUASI,50,37,0,19,RURAL
301040161,QUISKAMOJO,APURIMAC,ABANCAY,CURAHUASI,105,43,25,4,RURAL
301040026,ROSASPAMPA,APURIMAC,ABANCAY,CURAHUASI,21,9,7,0,RURAL
301040103,HAKIRA,APURIMAC,ABANCAY,CURAHUASI,30,14,1,11,RURAL
301040049,TARALES,APURIMAC,ABANCAY,CURAHUASI,48,28,15,2,RURAL
301040032,PISONAYPATA,APURIMAC,ABANCAY,CURAHUASI,300,150,89,7,RURAL
301040020,ACCORAN,APURIMAC,ABANCAY,CURAHUASI,137,68,48,0,RURAL
301040034,AYAURCO,APURIMAC,ABANCAY,CURAHUASI,166,56,36,9,RURAL
301040041,CHUCUPUQUIO,APURIMAC,ABANCAY,CURAHUASI,6,2,0,1,RURAL
301040099,GALANTIN,APURIMAC,ABANCAY,CURAHUASI,11,15,3,1,RURAL
301040100,TAJES,APURIMAC,ABANCAY,CURAHUASI,14,23,4,1,RURAL
301040065,RIO LINDO,APURIMAC,ABANCAY,CURAHUASI,14,13,6,0,RURAL
301040063,CORRALPAMPA,APURIMAC,ABANCAY,CURAHUASI,25,18,1,10,RURAL
301040050,PALMIRA,APURIMAC,ABANCAY,CURAHUASI,65,33,23,0,RURAL
301040102,HUANCANE,APURIMAC,ABANCAY,CURAHUASI,31,17,10,0,RURAL
301040104,CCOCHUA ALTA,APURIMAC,ABANCAY,CURAHUASI,281,127,68,19,RURAL
301040150,CCOC HUA CENTRO,APURIMAC,ABANCAY,CURAHUASI,188,86,54,8,RURAL
301040033,CCOCHARAY,APURIMAC,ABANCAY,CURAHUASI,461,126,96,8,RURAL
301040019,TAMBO,APURIMAC,ABANCAY,CURAHUASI,106,44,22,5,RURAL
301040096,CHECCEMAYO,APURIMAC,ABANCAY,CURAHUASI,32,9,8,0,RURAL
301040163,ICHUSPATA,APURIMAC,ABANCAY,CURAHUASI,7,2,0,2,RURAL
301040166,LLANTAMOCCO,APURIMAC,ABANCAY,CURAHUASI,8,7,2,0,RURAL
301040051,CUNYAC,APURIMAC,ABANCAY,CURAHUASI,3,13,3,0,RURAL
301040035,MONTERRICO,APURIMAC,ABANCAY,CURAHUASI,65,27,20,3,RURAL
301040037,CARMEN,APURIMAC,ABANCAY,CURAHUASI,75,29,20,1,RURAL
301040059,CCARHUA,APURIMAC,ABANCAY,CURAHUASI,60,33,24,1,RURAL
301040116,HUAYNARIMAC,APURIMAC,ABANCAY,CURAHUASI,29,22,11,0,RURAL
301040131,HILLAZA,APURIMAC,ABANCAY,CURAHUASI,8,4,0,3,RURAL
301040067,YAURICHU,APURIMAC,ABANCAY,CURAHUASI,8,5,0,4,RURAL
301040068,CCOCHA,APURIMAC,ABANCAY,CURAHUASI,22,13,8,0,RURAL
301040117,AYACRA,APURIMAC,ABANCAY,CURAHUASI,2,8,0,2,RURAL
301040118,QUISCA PAMPA,APURIMAC,ABANCAY,CURAHUASI,35,13,9,0,RURAL
301040119,PICHUIMARCA,APURIMAC,ABANCAY,CURAHUASI,14,3,0,3,RURAL
301040129,FACCHAC,APURIMAC,ABANCAY,CURAHUASI,5,3,0,2,RURAL
301040130,CUNCAC,APURIMAC,ABANCAY,CURAHUASI,39,16,1,14,RURAL
301040132,CCALASAIRE,APURIMAC,ABANCAY,CURAHUASI,1,2,0,1,RURAL
301040133,ANTACIRCA,APURIMAC,ABANCAY,CURAHUASI,1,2,0,1,RURAL
301040164,PALOMAYOC,APURIMAC,ABANCAY,CURAHUASI,5,7,0,4,RURAL
301040021,CCONOC,APURIMAC,ABANCAY,CURAHUASI,29,9,9,0,RURAL
301040115,CCAYARAYOC,APURIMAC,ABANCAY,CURAHUASI,114,42,34,3,RURAL
301040028,SERRANA,APURIMAC,ABANCAY,CURAHUASI,66,19,3,14,RURAL
301040055,TARAPATA,APURIMAC,ABANCAY,CURAHUASI,19,26,5,2,RURAL
301040016,SAYWITE,APURIMAC,ABANCAY,CURAHUASI,695,300,184,17,URBANO
301040018,LLAULLIPATA,APURIMAC,ABANCAY,CURAHUASI,54,35,17,2,RURAL
301040023,OCCORURO,APURIMAC,ABANCAY,CURAHUASI,311,124,84,3,RURAL
301040159,HUERTAPATA,APURIMAC,ABANCAY,CURAHUASI,43,18,7,6,RURAL
301040027,SAN LUIS,APURIMAC,ABANCAY,CURAHUASI,105,68,40,4,RURAL
301040030,MASOCCACCA,APURIMAC,ABANCAY,CURAHUASI,7,3,2,1,RURAL
301040025,HUITUCUCHO,APURIMAC,ABANCAY,CURAHUASI,8,5,0,3,RURAL
301040137,ANCAHUACHANA,APURIMAC,ABANCAY,CURAHUASI,13,7,4,1,RURAL
301040001,CURAHUASI,APURIMAC,ABANCAY,CURAHUASI,6685,2138,1569,90,URBANO
301040139,TRAPICHE,APURIMAC,ABANCAY,CURAHUASI,2,3,0,1,RURAL
301040168,CHUNA,APURIMAC,ABANCAY,CURAHUASI,19,9,9,0,RURAL
301040101,PUMAHUACHO,APURIMAC,ABANCAY,CURAHUASI,0,1,0,0,RURAL
301040170,CHAYPICCOCCO,APURIMAC,ABANCAY,CURAHUASI,108,35,30,0,RURAL
301040171,SAYWITE ALTA,APURIMAC,ABANCAY,CURAHUASI,223,98,63,6,RURAL
301040172,SAYWITE CENTRO,APURIMAC,ABANCAY,CURAHUASI,79,29,21,2,RURAL
301040151,SUYU PUQUIO,APURIMAC,ABANCAY,CURAHUASI,4,1,0,1,RURAL
301040165,URPIPATA,APURIMAC,ABANCAY,CURAHUASI,0,3,0,0,RURAL
301040044,SANTA CATALINA,APURIMAC,ABANCAY,CURAHUASI,0,1,0,0,RURAL
301040174,SAYWITE BAJA,APURIMAC,ABANCAY,CURAHUASI,18,16,7,0,RURAL
301040090,LAHUANQUI,APURIMAC,ABANCAY,CURAHUASI,3,1,0,1,RURAL
301040141,PALMIRA BAJA,APURIMAC,ABANCAY,CURAHUASI,13,13,6,0,RURAL
301050052,MUTCAPATA,APURIMAC,ABANCAY,HUANIPACA,33,27,9,3,RURAL
301050042,TAMBOBAMBA,APURIMAC,ABANCAY,HUANIPACA,26,14,0,11,RURAL
301050039,MOYOC,APURIMAC,ABANCAY,HUANIPACA,13,9,0,6,RURAL
301050049,MAYHUAY,APURIMAC,ABANCAY,HUANIPACA,7,5,0,3,RURAL
301050050,TROJA,APURIMAC,ABANCAY,HUANIPACA,20,20,0,10,RURAL
301050058,SICLLABAMBA,APURIMAC,ABANCAY,HUANIPACA,101,54,18,18,RURAL
301050053,LIMANQUI,APURIMAC,ABANCAY,HUANIPACA,139,82,48,9,RURAL
301050071,CALLANCA,APURIMAC,ABANCAY,HUANIPACA,0,2,0,0,RURAL
301050051,CCOTAQUI,APURIMAC,ABANCAY,HUANIPACA,85,42,22,9,RURAL
301050060,CCOLLCCA,APURIMAC,ABANCAY,HUANIPACA,12,9,3,3,RURAL
301050064,CHIHUANPATA,APURIMAC,ABANCAY,HUANIPACA,14,11,4,0,RURAL
301050061,PACPIRI,APURIMAC,ABANCAY,HUANIPACA,8,9,0,3,RURAL
301050059,KISHUAR,APURIMAC,ABANCAY,HUANIPACA,30,20,12,1,RURAL
